id,title,description,availability,condition,price,link,image_link,brand,product_type
16657,NEUMATICO FATE LT 225/75 R16 110R RR AT SERIE 4,"FATE es la compañía número uno en producción y exportación de neumáticos de la Argentina. Con la más avanzada tecnología, produce neumáticos para automóviles, camionetas, camiones, ómnibus, tractores y maquinaria vial. Fate es proveedora de las principales empresas automotrices que producen en el país. Cuenta con una planta industrial ubicada en San Fernando, provincia de Buenos Aires, y emplea a 2000 personas. Diseñado para experimentar alta confiabilidad en ripio severo y eficiente performa",in stock,new,424299.00 ARS,https://www.theblueboxmarket.com/product/16657-NEUMATICO-FATE-LT-22575-R16-110R-RR-AT-SERIE-4-FATE-O/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Grupo-N_cleo/67073/a69a845c9029/medium/a7ead484-4810-4516-b3c6-743f31d95d7d.webp,FATE O,
16686,Hennessy V.S 700ml,Hennessy V.S 700ml,in stock,new,66500.00 ARS,https://www.theblueboxmarket.com/product/16686-Hennessy-VS-700ml-VS-Hennessy/,https://market-core.s3.us-east-2.amazonaws.com/productos/large_1668620240514203588.jpg,Hennessy,
16698,CUCHILLO DE PALO MALBEC CAJA X6,Malbec,in stock,new,99450.00 ARS,https://www.theblueboxmarket.com/product/16698-CUCHILLO-DE-PALO-MALBEC-CAJA-X6-2024-Bodega-Cuchillo-de-Palo/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Casa-Pirque-S_A/unknown/7324670bd2de/medium/dd2e3def-0a07-43eb-b3c9-71e4c173c47e.webp,Bodega Cuchillo de Palo,
16699,CUCHILLO DE PALO CABERNET FRANC CAJA X6,Cabernet franc,in stock,new,91290.00 ARS,https://www.theblueboxmarket.com/product/16699-CUCHILLO-DE-PALO-CABERNET-FRANC-CAJA-X6-2021-Bodega-Cuchillo-de-Palo/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Casa-Pirque-S_A/unknown/7157a66fada6/medium/1a17db42-0244-46c8-b2bb-762538d48da5.webp,Bodega Cuchillo de Palo,
16700,CUCHILLO DE PALO CORTE DE BLANCAS CAJA X6,"CORTE DE BLANCAS (chardonnay, semillon, suavignon blanc)",in stock,new,104550.00 ARS,https://www.theblueboxmarket.com/product/16700-CUCHILLO-DE-PALO-CORTE-DE-BLANCAS-CAJA-X6-2023-Bodega-Cuchillo-de-Palo/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Casa-Pirque-S_A/unknown/8203600d5ca7/medium/dccc5d09-ab37-4168-96c1-ff54beb5cf22.webp,Bodega Cuchillo de Palo,
16701,CUCHILLO DE PALO ROSE DE PINOT CAJA X6,CUCHILLO DE PALO (Rose de Pinot Noir),in stock,new,145350.00 ARS,https://www.theblueboxmarket.com/product/16701-CUCHILLO-DE-PALO-ROSE-DE-PINOT-CAJA-X6-2025-Bodega-Cuchillo-de-Palo/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Casa-Pirque-S_A/unknown/dced7c274c84/medium/a77cb2aa-600c-4ed6-b361-b12eb0158ddb.webp,Bodega Cuchillo de Palo,
16792,CASA DE HERRERO MALBEC CAJA X6,Malbec,in stock,new,83130.00 ARS,https://www.theblueboxmarket.com/product/16792-CASA-DE-HERRERO-MALBEC-CAJA-X6-2024-Bodega-Cuchillo-de-Palo/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Casa-Pirque-S_A/unknown/b5b79f9d05d2/medium/83191bf0-094b-4261-80c4-2eebc3bd7e14.webp,Bodega Cuchillo de Palo,
16793,CASA DE HERRERO CABERNET FRANC CAJA X6,Cabernet franc,in stock,new,83130.00 ARS,https://www.theblueboxmarket.com/product/16793-CASA-DE-HERRERO-CABERNET-FRANC-CAJA-X6-2023-Bodega-Cuchillo-de-Palo/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Casa-Pirque-S_A/unknown/97be55b9cfbd/medium/6bd72c37-cd38-4050-b248-3ce80aa0a1ad.webp,Bodega Cuchillo de Palo,
16796,OJO DE BUEN CUBERO MALBEC CAJA X6,Malbec,in stock,new,72420.00 ARS,https://www.theblueboxmarket.com/product/16796-OJO-DE-BUEN-CUBERO-MALBEC-CAJA-X6-2024-Bodega-Cuchillo-de-Palo/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Casa-Pirque-S_A/unknown/7c34396c0a6f/medium/453c8a69-b4b9-4b40-94f0-937d42e4297b.webp,Bodega Cuchillo de Palo,
17037,Campana Whirlpool 60cm Inox Telescopica AKR 63901 IX,"Tipo Retractil Tipo de instalación Built In Material/Color ""Cuerpo negro(Acero inoxidable) Chimenea Inox (Acero inoxidable)"" Dimensiones de producto (Ancho x Alto x Profundidad) 59,8 x 18,5 x 30 Dimensiones de producto con embalaje (Ancho x Alto x Profundidad) 62,4 x 23,6 x 34,9 Peso Neto 7,2 Peso Bruto 8,7 Ubicacón del motor ""Motor integrado en la chimenea de la campana"" Número de configuraciones de velocidad 3 Booster No Iluminación LED Tipo de control Mecanico Filtro de grasa 2 , Aluminio lav",out of stock,new,549999.00 ARS,https://www.theblueboxmarket.com/product/17037-Campana-Whirlpool-60cm-Inox-Telescopica-AKR-63901-IX-WAR60RPIM-Whirlpool/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Whirlpool/WAR60RPIM/85cfa7656fcc/medium/16a0ee8d-0e91-4517-80f5-4b39e40d6b36.webp,Whirlpool,
17055,Monitor Gaming Samsung 27&quot; FHD 240Hz con panel IPS,"El Monitor Gaming Samsung de 27"" FHD 240Hz con panel IPS está diseñado para ofrecer una experiencia de juego fluida y envolvente. Su pantalla IPS Full HD proporciona colores vibrantes y un amplio ángulo de visión de 178°, asegurando una imagen clara desde cualquier perspectiva",in stock,new,609999.00 ARS,https://www.theblueboxmarket.com/product/17055-Monitor-Gaming-Samsung-27-FHD-240Hz-con-panel-IPS-Samsung/,https://d17riqmt8yes2m.cloudfront.net/images/245285/322890684342.png,Samsung,
17085,Campana Whirlpool 90cm Negro Vertical WHVS92FL TK1,"Tipo De pared Tipo de instalación Montaje en pared Material/Color ""Cuerpo negro (Stainless steel/glass) Chimenea negra (Metal)"" Dimensiones de producto (Ancho x Alto x Profundidad) 89,8 x 14,75 x 36,8 Dimensiones de producto con embalaje (Ancho x Alto x Profundidad) 94 x 44 x 60 Peso Neto 20,2 Peso Bruto 28,9 Ubicacón del motor ""Motor integrado en el cuerpo de la campana"" Número de configuraciones de velocidad 4 Booster Si Iluminación LED Tipo de control Touch control Filtro de grasa Si Filtro d",in stock,new,1059999.00 ARS,https://www.theblueboxmarket.com/product/17085-Campana-Whirlpool-90cm-Negro-Vertical-WHVS92FL-TK1-WAH90EPIM-Whirlpool/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Whirlpool/WAH90EPIM/3e95a260029e/medium/abcd643b-2511-4b02-9916-e1b796eeebb5.webp,Whirlpool,
17090,Servilletero,Servilletero de bamboo y ratan natural. Medida: 18*18*6,in stock,new,18270.00 ARS,https://www.theblueboxmarket.com/product/17090-Servilletero-Winh-Maez/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/MAEZ/110168/e4e1abb316fe/medium/981d5c61-4247-4851-8ca2-f49ce8223b02.webp,Maez,
17093,Recipiente 2.3,"Recipiente rectangular de acrílico con tapa de madera. Capacidad 1,5 lt. Medida: 22,5 cm x 10 cm&nbsp;",in stock,new,15210.00 ARS,https://www.theblueboxmarket.com/product/17093-Recipiente-23-Saya-C15-Maez/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/MAEZ/230357/f4c7c062cb13/medium/6b8a75c8-aa46-40a0-9838-36102066f236.webp,Maez,
17134,"MARTILLO CARPINTERO SALKOR, ROSA - MANGO DE FIBRA 200G (601.MCFP2000)",Modelo: MCFPR2000 Código EAN:7798429020640. Ventajas: El mango de Fibra brinda mayor comodidad y control en el momento de uso. Datos Técnicos: Peso de la cabeza: 200 grs. Largo total: 28 cm. Largo de la cabeza: 9 cm. Ancho de la cabeza: 2 cm. Material del mango: Fibra. Material de la cabeza: Acero. Clasificación: Indicado para el uso Hogareño. Garantía: 6 meses,in stock,new,13399.00 ARS,https://www.theblueboxmarket.com/product/17134-MARTILLO-CARPINTERO-SALKOR-ROSA-MANGO-DE-FIBRA-200G-601MCFP2000-Salkor/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Grupo-N_cleo/67837/bd28031c74f6/medium/d4879487-9879-4cfc-8fdd-bfc13b07b56c.webp,Salkor,
17198,Equipo para Pintar a Soplete Gamma 900W - G2822,"""Este producto está compuesto por un compresor – soplador impulsado por un motor monofásico de 900 W.Provisto con una manguera y una pistola de calor para ser empleado usando una gran variedad de productos pulverizantes , brindando terminaciones de alta calidad.Fácilmente transportable, de rápida limpieza y cambio de pintura.Con empuñadura de transporte para mayor comodidad.Tres modos de rociado: vertical, horizontal y redondo.Permite obtener resultados uniformes con un acabado profesional, sin",in stock,new,194480.00 ARS,https://www.theblueboxmarket.com/product/17198-Equipo-para-Pintar-a-Soplete-Gamma-900W-G2822-G2822AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G2822AR/dff23ca3cfb2/medium/c5503ded-1a20-4f5a-a55d-cd289d5aecc3.webp,Gamma,
17199,Equipo para pintar con aire caliente Gamma 1200W - G2825AR,"""Equipo de pintar a soplete con aire caliente, compuesto por un compresor monofásico de 1200 W.La ventaja de este equipo es que al trabajar con aire caliente es la evaporación mas rápida de los diluyentes y de esa manera se consigue un secado mas rápido.Empuñadura ergonómica para mayor comodidad.Con empuñadura de transporte.Tres modos de rociado: vertical, horizontal y redondo.Permite obtener resultados uniformes con un acabado profesional, sin derrochar, sin manchar ni gotear pintura por todas",in stock,new,557611.00 ARS,https://www.theblueboxmarket.com/product/17199-Equipo-para-pintar-con-aire-caliente-Gamma-1200W-G2825AR-G2825AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G2825AR/bc6544a54ffc/medium/80ac058b-2566-4bb8-bff3-683c642ea681.webp,Gamma,
17213,Calefactor De Exterior Pirámide a Gas Philco Plateado CPCFEP1323,"Calefactor De Exterior Pirámide a Gas Philco Plateado CPCFEP1323 Características: Elaborado con acero inoxidable de primera calidad, este calefactor emite un calor intenso y uniforme de hasta 13 kW / 45,000 BTU, perfecto para mantener a tus invitados confortables en cualquier ocasión. Equipado con un sistema de seguridad antivuelco y ruedas para facilitar su transporte, te brinda tranquilidad y practicidad en todo momento. Además, su llama real crea una atmósfera cálida y visualmente atractiv",in stock,new,567999.00 ARS,https://www.theblueboxmarket.com/product/17213-Calefactor-De-Exterior-Pirymide-a-Gas-Philco-Plateado-CPCFEP1323-Philco/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94CPCFEP1323P/52182162fe81/medium/dafd5d2e-d5ba-457b-b8ab-2a6b0aeb026c.webp,Philco,
17219,"Atornillador Articulado Gamma a batería de Ión Litio 3,6 Vcc - G12104AR","""Producto diseñador para atornillar, con diseño compacto y ergonómico.Con 6 posiciones de torque y 1 de ajuste. Ideal para lugares de difícil acceso.Provista con linterna de led.Incluye batería y cable USB.Acompañada de 10 puntas.Voltaje: 3,6 Vcc.Capacidad de la batería: 1500mAh.Fuerza de torsión máxima: 4,5 N.m.Velocidad sin carga: 200 RPM +/- 10%.Cargador: USB.Tiempo de carga: 3-5 hs.Peso: 0,81 Kg.Clase de protección: II.Uso doméstico / hobbista.""",in stock,new,68214.00 ARS,https://www.theblueboxmarket.com/product/17219-Atornillador-Articulado-Gamma-a-baterya-de-Iyn-Litio-36-Vcc-G12104AR-G12104AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G12104AR/5327ede20028/medium/f188b6cb-c3b7-49f9-81b3-5d19b2d845c0.webp,Gamma,
17221,Taladro Atornillador Gamma a batería de Ión Litio 12 Vcc - G12105AR,"""Producto diseñado para perforar y atornillar. Con mango ergonómico recubierto de goma para mayor confort. Velocidad variable, con función de avance y retroceso.Tiempo de carga: 60 minutos.Capacidad de mandril: 10 mm.Selector de velocidad.Iluminación adicional Led.Tiempo de carga: 60 minutos.Incluye 2 baterías/cargador.Incluye maletín.Velocidad sin carga: 0-350, 0-1300 RPMFuerza de torsión máxima 24 N.mCapacidad de mandril: 10 mmLámpara de led para iluminación auxiliarVelocidad avance y retroces",in stock,new,202978.00 ARS,https://www.theblueboxmarket.com/product/17221-Taladro-Atornillador-Gamma-a-baterya-de-Iyn-Litio-12-Vcc-G12105AR-G12105AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G12105AR/45c9f5d5b3de/medium/2d723f38-0f36-47ac-affa-a59a1ddb1bd7.webp,Gamma,
17224,Taladro de impacto Gamma 650W - G1905AR,"""Este producto fue diseñado con percusión para perforar, taladrar o percutir con la mecha adecuada , madera, metal, mampostería, concreto, vidrio y cerámica.Motor 650 W.Acepta mechas de hasta 10 mm.Posee gatillo centralizado de comando y selector de reversa.Con mandril autoajustable asegura un rápido y firme acople de la mecha sin necesidad de herramientas adicionales.Selector de percusión: practica y funcional llave para su activación.Alimentación: 220 VCA / 50 HzPotencia: 650 WVelocidad sin ca",in stock,new,50162.23 ARS,https://www.theblueboxmarket.com/product/17224-Taladro-de-impacto-Gamma-650W-G1905AR-G1905AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1905AR/0bf2037e22c7/medium/881b8e14-08d8-419d-bfd6-6fee52c4e855.webp,Gamma,
17249,Engrampadora y Clavadora Gamma eléctrica - G1960AR,"""Este equipo fue diseñado para engrampar y clavar materiales tales como cartón, materiales aislantes, telas, láminas, cueros, etc.De uso liviano.20 grampas por minuto.Equipada con un cabezal de seguridad que solo permite el disparo cuando se presiona contra la pieza de trabajo.Posee regulación de velocidad.Corriente: 5AIdeal para: Engrapar y Clavar materiales como cartón, aislantes, telas, cueros sobre madera o similares.Medidas: Altura de grampas: 6-12mmAltura de clavos: 10-15mmPeso: 1,1 kgCara",in stock,new,86515.00 ARS,https://www.theblueboxmarket.com/product/17249-Engrampadora-y-Clavadora-Gamma-elyctrica-G1960AR-G1960AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1960AR/b0cb63e4a570/medium/c2046a98-f7f3-4a3c-8e77-d6466f883e8d.webp,Gamma,
17250,Lijadora de Banda Gamma 800W - G1926AR,"""Producto diseñado para para el lijado de grandes y medianas superficies, ideal para el desbaste de madera.Frente con cubierta retirable, alcanza lugares estrechos.El pequeño rodillo delantero permite llegar con el lijado casi al borde o tope de una obstrucción.Centrador de banda, exclusivo rodillo que permite ajustar la banda de lija.Regulador de velocidad posee un práctico selector que permite regular la velocidad de lijado.Práctica bolsa recolectora de polvo.Alimentación: 220 VCA-50 Hz Monofá",in stock,new,158056.00 ARS,https://www.theblueboxmarket.com/product/17250-Lijadora-de-Banda-Gamma-800W-G1926AR-G1926AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1926AR/69171458ca84/medium/2ddc0b1e-78e1-47f1-a3be-a0688a22489b.webp,Gamma,
17251,Lijadora de Banda Gamma 850W - G1925AR,"""Producto diseñado para para el lijado de grandes y medianas superficies, ideal para el desbaste de madera y para el lijado de inducidos y masilla dos.Con exclusivo rodillo que permite ajustar la banda y un regulador de velocidad a precisión.Provista con una bolsa recolectora de polvo y empuñadura acolchonada para mayor comodidad.Centrador de banda, exclusivo rodillo que permite ajustar la banda de lija.Regulador de velocidad posee un práctico selector que permite regular la velocidad de lijado.",in stock,new,168039.00 ARS,https://www.theblueboxmarket.com/product/17251-Lijadora-de-Banda-Gamma-850W-G1925AR-G1925AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1925AR/378bc56d5ea7/medium/d257a4d1-ba50-47d3-9a30-bb89e22d18ed.webp,Gamma,
17273,Sierra Circular con Láser Gamma 1300W - G1930AR,"""Producto diseñado para hacer cortes en madera o planchas plásticas con la hoja adecuada.Provista de un motor de 1300 W.Equipada con un protector de disco de radio completo.Es ideal para cortar con precisión y rapidez madera natural y materiales aglomerados de madera.Cabezal reclinable de 0 a 45° para realizar cortes en bisel.Empuñadura acolchada, antideslizante y acolchada otorga más comodidad y seguridad al usuario.Alimentación: 220 VCA / 50 HzPotencia: 1300WÁngulo de corte: de 0 a 45°Medida d",in stock,new,188004.00 ARS,https://www.theblueboxmarket.com/product/17273-Sierra-Circular-con-Lyser-Gamma-1300W-G1930AR-G1930AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1930AR/e9731f32a4bf/medium/5051d674-86ee-4fb8-8715-6e48c83d398c.webp,Gamma,
17317,Bicicleta MTB Battle 120 rodado 29 Talle 18 FM18B9AH121N,Bicicleta MTB Battle 120 rodado 29 Talle 18 FM18B9AH121N Rodado 29. Cuadro de aluminio. Talle 16/18/20. Horquilla Battle con bloqueo y regulación - recorrido 110mm. 12 Velocidades – Full Shimano Deore 6100 Plato palanca Shimano Deore 6100 Piñon Shimano Deore 6100 (10-51t) Sistema de freno: Disco hidráulico Shimano MT200 Frenos Shimano MT200 Llantas doble pared. Cubiertas +60TPI Peso Bruto: 20 Kg. Peso neto: 16 Kg. Dimensiones: 179 x 67 x 101cm. Dimensiones caja: 150 x 20 x 78 cm. Garantia:,in stock,new,1300000.00 ARS,https://www.theblueboxmarket.com/product/17317-Bicicleta-MTB-Battle-120-rodado-29-Talle-18-FM18B9AH121N-Battle/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-N/91FM18B9AH121N/b61b28b43996/medium/206f76d8-0307-4950-a8ac-87fec215ce74.webp,Battle,
17318,Bicicleta MTB Battle 120 Rodado 29 Talle 20 FM20B9AH120N,Bicicleta MTB Battle 120 Rodado 29 Talle 20 FM20B9AH120N Rodado 29. Cuadro de aluminio. Talle 16/18/20. Horquilla Battle con bloqueo y regulación - recorrido 110mm. 12 Velocidades – Full Shimano Deore 6100 Plato palanca Shimano Deore 6100 Piñon Shimano Deore 6100 (10-51t) Sistema de freno: Disco hidráulico Shimano MT200 Frenos Shimano MT200 Llantas doble pared. Cubiertas +60TPI Peso Bruto: 20 Kg. Peso neto: 16 Kg. Dimensiones: 179 x 67 x 101cm. Dimensiones caja: 150 x 20 x 78 cm. Garantia:,in stock,new,1020000.00 ARS,https://www.theblueboxmarket.com/product/17318-Bicicleta-MTB-Battle-120-Rodado-29-Talle-20-FM20B9AH120N-Battle/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-N/91FM20B9AH120N/509609b54c24/medium/26cf2dfd-326b-41f6-9a9f-a47f2da9ec60.webp,Battle,
17337,Barra de Sonido con Subwoofer 800W Negro LG SH7Q,"Barra de Sonido con Subwoofer 800W Negro LG SH7Q Caracteristicas: Tipo de producto: Sound Bar Color: Black Canales: 5.1ch Potencia de Salida: 800W Smart Phone / Tablet Remote App (iOS / Android OS) Reproducción de archivos de Smart Phone NSU (Network Software Update) (FOTA) Controle con su control remoto de TV Sound Sync Bluetooth (LG TV), Optical Power on/off Automático Bluetooth (LG TV), Optical A/V Sync (0~300ms) - RCU / APP (APP) SIMPLINK Audio Return Channel (ARC) Woofer Level (-15 ~ 6dB,",in stock,new,999999.00 ARS,https://www.theblueboxmarket.com/product/17337-Barra-de-Sonido-con-Subwoofer-800W-Negro-LG-SH7Q-LG/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94SH7Q/e9780f8bc2ea/medium/f16fcc02-1c75-4e18-8d24-4be9d0c6a365.webp,LG,
17338,Bicicleta MTB Naranja Talle 18 Rodado 29 Fierce FM18F9AM211,"Bicicleta MTB Naranja Talle 18 Rodado 29 Fierce FM18F9AM211 Caracteristicas: - Cuadro de aluminio ligero y duradero: Ofrece una conducción ágil y eficiente, con la robustez necesaria para enfrentar rutas de montaña. - 21 velocidades: Ajusta tu marcha de manera precisa para adaptarte a distintos terrenos y obstáculos. - Sistema de freno de disco mecánico: Proporciona una frenada potente y controlada en todo momento, incluso en condiciones húmedas. - Suspensión delantera: Absorbe los impactos",in stock,new,575899.00 ARS,https://www.theblueboxmarket.com/product/17338-Bicicleta-MTB-Naranja-Talle-18-Rodado-29-Fierce-FM18F9AM211-Fierce/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/91FM18F9AM211PI/c891872f852f/medium/c33267c1-0e22-41da-aaa7-85c9066a61b4.webp,Fierce,
17340,Cepillo Limpia prendas Portátil Atma LZ1223,"Cepillo Limpia prendas Portátil Atma LZ1223 Características: • Bateria 1200mah recargable • Portátil y compacto • 5 Cabezales intercambiables • Para todo tipo de Prendas: Zapatillas, Jeans, Mochilas, telas Reistentes. Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,27999.00 ARS,https://www.theblueboxmarket.com/product/17340-Cepillo-Limpia-prendas-Portytil-Atma-LZ1223-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94LZ1223PI/edcdca4c2b19/medium/554802dd-a522-4a14-8424-829e24aa0077.webp,Atma,
17414,Cortadora De Pelo Gama Gm 566 29 Piezas Clipper Trimmer,"Cortadora GA.MA GM566 - Set 29 Piezas La cortadora de CABELLO GM 566 incluye 29 piezas y trimmer. Poseen cuchillas de acero inoxidable, medidas de corte de 1,5 / 3 / 4,5 / 6 / 9 / 12 / 16 / 18 / 20 / 22 / 25.4mm Especificaciones - Accesorios: Trimmer GT 527, Aceite, Cepillo de limpieza, Tijera, Peine, Peine de Barba, Peine de Bigote, Peines de Oreja Izquierda y Derecha, Peine de Ceja, Capa, Cepillo para el Cuello, Protector de Cuchilla - Sistema: Magnética - Cuchilla: Acero Inoxidable - Largo d",in stock,new,79134.00 ARS,https://www.theblueboxmarket.com/product/17414-Cortadora-De-Pelo-Gama-Gm-566-29-Piezas-Clipper-Trimmer-GAMA-Italy/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Ceven-S_A/GM566/9e76460bc568/medium/a9ad9cf2-7899-4858-b832-8e8396648e03.webp,GA.MA Italy,
17429,Mouse Gamer X-micro Xgm-230 Óptico 7200 Dpi Con Luz Rgb,"Mouse Gamer X-Micro XGM-230 Óptico 7200 DPI con luz RGB Diseñado para brindar una experiencia de juego superior con su óptico de 7200 DPI y luz RGB ambiente. Este mouse gaming cuenta con un cable trenzado de nailon de 1.5 metros, lo que ofrece durabilidad y flexibilidad para un uso sin restricciones. Con su ratón de 6 botones, puedes personalizar tus controles para lograr un rendimiento óptimo durante tus partidas. Disfruta de la retroiluminación RGB ambilight, que no solo añade un toque estét",in stock,new,12368.10 ARS,https://www.theblueboxmarket.com/product/17429-Mouse-Gamer-Xmicro-Xgm230-yeptico-7200-Dpi-Con-Luz-Rgb-XMicro/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Ceven-S_A/XGM-230/bc642adc7b33/medium/abd56ea3-7fbb-4e2b-a9af-8b13518f4bb8.webp,X-Micro,
17436,Parlante Portátil 9400W doble Woofer 10 Philco TPL5500,"Parlante Portátil 9400W doble Woofer 10 Philco Caracteristicas: • Potencia 9400W • Amplificador Clase D con MAX POWER • TWS conectividad estéreo inalámbrica • Puerto de carga USB • Entrada para Guitarra + Entrada para Micrófono Karaoke • Entrada Auxiliar Line In • Pantalla LED para control de funciones • Funcion XBASS • Frente Full Led • Doble Woofer de 10” + Driver • Display de alto contraste LED • Incluye micrófono para karaoke • Ruedas para facilitar transporte Garantia: 12 Meses ""La pres",in stock,new,579999.00 ARS,https://www.theblueboxmarket.com/product/17436-Parlante-Portytil-9400W-doble-Woofer-10-Philco-TPL5500-Philco/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94TPL5500/36078039595b/medium/ec7b444b-5894-400c-95a0-73948ceb1bf2.webp,Philco,
17438,Taladro de Impacto Gamma 710W - G1904AR,"""Este producto fue diseñado con percusión y reversa para perforar, taladrar o percutir con la mecha adecuada, madera, metal, mampostería, concreto, vidrio y cerámica.Diseño, calidad y fortaleza.Taladro percutor con motor de 710 W.Acepta mecha de hasta 13 mm.Posee gatillo centralizado de comando y selector de reversa.Empuñadura lateral ergonómica y selector de reversa.Mandril a llave: Asegura un firme acople de la mecha.Selector de percusión; práctica y funcional llave para su activación.Alimenta",in stock,new,86515.00 ARS,https://www.theblueboxmarket.com/product/17438-Taladro-de-Impacto-Gamma-710W-G1904AR-G1904AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1904AR/bf64c5c1d4dd/medium/9a09ffe0-55f8-4935-92f5-ae588ee6e717.webp,Gamma,
17439,Taladro de Impacto Gamma 850W - G1902AR,"""Este producto fue diseñado con percusión y reversa para perforar, taladrar o percutir con la mecha adecuada, madera, metal, mampostería, concreto, vidrio y cerámica.Diseño, calidad y fortaleza.Taladro percutor con motor de 850 W.Acepta mecha de hasta 13 mm.Posee gatillo centralizado de comando y selector de reversa.Empuñadura lateral ergonómica y selector de reversa.Mandril a llave: Asegura un firme acople de la mecha.Selector de percusión; práctica y funcional llave para su activación.Alimenta",in stock,new,89843.00 ARS,https://www.theblueboxmarket.com/product/17439-Taladro-de-Impacto-Gamma-850W-G1902AR-G1902AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1902AR/bf64c5c1d4dd/medium/92ef6fbe-a315-4405-9639-b8a1f15b867e.webp,Gamma,
17449,Motosierra Gamma 38cc 16? Basic Line - G1850AR,"""Es ideal para podar árboles y talar troncos pequeños sin esfuerzo.Diseño ergonómico para facilitar su uso.Espada 16”.Con piñón en la espada para asegurar un correcto desplazamiento de la cadena.Provista con freno de cadena.Cilindrada: 38 ccPotencia: 1,3 kW - 7500 RPMVelocidad máxima: 13000 RPM (sin cadena)Velocidad del motor: 2800 RPM (en vacío)Capacidad tanque de Combustible: 310 ccCapacidad tanque de Aceite: 210 ccPaso de la cadena: 3/8""""Calibre de la cadena: 0,050""""Espada: 16” - 40 cmAncho m",in stock,new,238542.00 ARS,https://www.theblueboxmarket.com/product/17449-Motosierra-Gamma-38cc-16-Basic-Line-G1850AR-G1850AR-Gamma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Gamma-Maquinas/G1850AR/479ca29248d6/medium/9d399e8e-1c82-49af-af22-ac54fe7e8e4a.webp,Gamma,
